"Credit_Limit","Attrition_Flag"
1840,Existing Customer
17846,Existing Customer
9013,Existing Customer
7958,Existing Customer
5619,Existing Customer
4854,Existing Customer
2529,Existing Customer
3057,Existing Customer
1957,Existing Customer
24534,Existing Customer
33384,Attrited Customer
2232,Existing Customer
7582,Existing Customer
13884,Existing Customer
2872,Existing Customer
4417,Existing Customer
2991,Existing Customer
13109,Existing Customer
2717,Existing Customer
2628,Existing Customer
16054,Existing Customer
3216,Existing Customer
1438,Attrited Customer
1858,Existing Customer
2593,Existing Customer
12420,Existing Customer
2775,Existing Customer
2886,Attrited Customer
7065,Existing Customer
11634,Existing Customer
15987,Attrited Customer
6899,Existing Customer
6508,Existing Customer
7015,Attrited Customer
30560,Existing Customer
1511,Attrited Customer
7477,Existing Customer
32182,Attrited Customer
5715,Existing Customer
21952,Existing Customer
2826,Existing Customer
1438,Existing Customer
5667,Attrited Customer
6366,Existing Customer
2122,Existing Customer
1687,Existing Customer
5972,Existing Customer
8771,Existing Customer
7112,Existing Customer
7333,Existing Customer
2001,Existing Customer
1438,Existing Customer
34516,Existing Customer
4207,Existing Customer
1555,Existing Customer
34516,Existing Customer
6846,Attrited Customer
2071,Existing Customer
11336,Attrited Customer
15221,Existing Customer
21359,Attrited Customer
19366,Existing Customer
2243,Existing Customer
2923,Existing Customer
7853,Existing Customer
16386,Existing Customer
2960,Existing Customer
10816,Existing Customer
2917,Existing Customer
2568,Existing Customer
4539,Existing Customer
1686,Existing Customer
10239,Existing Customer
2601,Existing Customer
4527,Attrited Customer
3532,Existing Customer
11392,Existing Customer
22036,Existing Customer
2772,Existing Customer
7474,Existing Customer
11117,Existing Customer
5420,Existing Customer
2652,Existing Customer
6492,Existing Customer
11352,Existing Customer
7015,Existing Customer
34516,Existing Customer
2431,Existing Customer
3050,Existing Customer
2191,Existing Customer
5677,Existing Customer
4176,Existing Customer
2577,Existing Customer
3305,Existing Customer
9261,Existing Customer
1564,Existing Customer
3091,Attrited Customer
3812,Existing Customer
12698,Existing Customer
8346,Existing Customer
18274,Existing Customer
7560,Existing Customer
27876,Existing Customer
1924,Existing Customer
29149,Attrited Customer
3160,Existing Customer
1438,Existing Customer
1438,Existing Customer
1438,Existing Customer
2331,Existing Customer
8156,Existing Customer
5997,Attrited Customer
10824,Existing Customer
9300,Existing Customer
5351,Existing Customer
2097,Existing Customer
2266,Existing Customer
13598,Existing Customer
1803,Attrited Customer
6292,Existing Customer
1765,Existing Customer
4964,Existing Customer
2484,Existing Customer
7636,Existing Customer
11096,Existing Customer
27391,Existing Customer
7050,Attrited Customer
2704,Existing Customer
11721,Existing Customer
1936,Existing Customer
1829,Existing Customer
4786,Existing Customer
22143,Existing Customer
7150,Existing Customer
20178,Attrited Customer
11550,Existing Customer
28618,Attrited Customer
8136,Attrited Customer
19156,Existing Customer
7982,Existing Customer
4606,Existing Customer
2005,Existing Customer
9949,Existing Customer
2892,Attrited Customer
1896,Existing Customer
3569,Existing Customer
5362,Existing Customer
2873,Existing Customer
7840,Existing Customer
2209,Existing Customer
1971,Existing Customer
1438,Existing Customer
6230,Existing Customer
22243,Existing Customer
7578,Existing Customer
4186,Existing Customer
22074,Existing Customer
17667,Attrited Customer
26548,Existing Customer
3532,Existing Customer
2162,Existing Customer
34516,Attrited Customer
34516,Attrited Customer
3491,Existing Customer
6060,Existing Customer
25190,Attrited Customer
13911,Existing Customer
2281,Existing Customer
5652,Existing Customer
2223,Existing Customer
2916,Existing Customer
9598,Existing Customer
18570,Existing Customer
13626,Attrited Customer
1438,Existing Customer
2592,Existing Customer
7540,Existing Customer
1477,Existing Customer
2628,Existing Customer
8916,Existing Customer
8580,Attrited Customer
21163,Existing Customer
2936,Existing Customer
1438,Existing Customer
30540,Attrited Customer
7357,Existing Customer
11879,Existing Customer
21877,Existing Customer
7255,Existing Customer
6394,Existing Customer
34516,Attrited Customer
5597,Existing Customer
32535,Existing Customer
4391,Attrited Customer
1592,Existing Customer
3675,Existing Customer
24593,Attrited Customer
4287,Attrited Customer
9843,Existing Customer
10733,Existing Customer
3460,Existing Customer
1996,Existing Customer
5536,Existing Customer
5597,Existing Customer
8960,Attrited Customer
5693,Existing Customer
4098,Existing Customer
18358,Existing Customer
2337,Existing Customer
8989,Attrited Customer
2124,Existing Customer
3968,Existing Customer
13513,Existing Customer
16351,Existing Customer
9619,Existing Customer
19030,Existing Customer
2517,Existing Customer
3179,Existing Customer
5065,Existing Customer
10885,Attrited Customer
1438,Attrited Customer
10817,Existing Customer
2149,Existing Customer
7191,Attrited Customer
3222,Existing Customer
2042,Existing Customer
1610,Attrited Customer
2388,Existing Customer
2473,Existing Customer
13103,Existing Customer
2465,Existing Customer
6081,Existing Customer
34516,Existing Customer
3458,Attrited Customer
8264,Existing Customer
1697,Attrited Customer
3069,Existing Customer
10309,Attrited Customer
4983,Existing Customer
3103,Existing Customer
1663,Existing Customer
2695,Existing Customer
14782,Existing Customer
2488,Existing Customer
4701,Existing Customer
1438,Existing Customer
2826,Existing Customer
4597,Existing Customer
2591,Existing Customer
2494,Existing Customer
5039,Existing Customer
7897,Attrited Customer
12064,Existing Customer
9065,Existing Customer
3240,Existing Customer
1438,Existing Customer
1438,Attrited Customer
1438,Attrited Customer
4555,Existing Customer
30666,Existing Customer
1575,Existing Customer
1891,Existing Customer
16634,Existing Customer
6247,Existing Customer
3645,Existing Customer
7234,Existing Customer
2262,Existing Customer
4187,Existing Customer
16362,Attrited Customer
34516,Existing Customer
2748,Existing Customer
5242,Existing Customer
21585,Existing Customer
9966,Existing Customer
15626,Existing Customer
18800,Attrited Customer
1963,Existing Customer
4579,Attrited Customer
25824,Existing Customer
15809,Attrited Customer
1625,Attrited Customer
2121,Attrited Customer
8668,Attrited Customer
21869,Existing Customer
8190,Existing Customer
1850,Existing Customer
2483,Existing Customer
7066,Attrited Customer
2514,Existing Customer
3640,Existing Customer
5527,Attrited Customer
31625,Existing Customer
32409,Existing Customer
2623,Existing Customer
12944,Existing Customer
6401,Existing Customer
5506,Existing Customer
34516,Existing Customer
17673,Existing Customer
1965,Existing Customer
8876,Existing Customer
1652,Existing Customer
15535,Existing Customer
26723,Attrited Customer
3949,Existing Customer
5937,Existing Customer
1975,Existing Customer
2888,Existing Customer
2263,Attrited Customer
9375,Attrited Customer
1478,Attrited Customer
6836,Existing Customer
10529,Existing Customer
2122,Existing Customer
2339,Attrited Customer
2582,Existing Customer
11524,Existing Customer
1456,Existing Customer
3025,Existing Customer
4205,Existing Customer
3515,Existing Customer
26174,Existing Customer
1602,Existing Customer
2115,Existing Customer
5298,Attrited Customer
2433,Existing Customer
1443,Existing Customer
9758,Existing Customer
4562,Existing Customer
1438,Attrited Customer
24931,Existing Customer
8854,Existing Customer
2230,Existing Customer
28327,Existing Customer
9246,Existing Customer
11155,Existing Customer
5501,Attrited Customer
2110,Existing Customer
12994,Existing Customer
5054,Attrited Customer
3989,Existing Customer
34516,Existing Customer
1794,Existing Customer
8320,Existing Customer
1930,Attrited Customer
1438,Existing Customer
18128,Attrited Customer
2230,Existing Customer
34516,Existing Customer
1844,Existing Customer
13233,Existing Customer
1593,Existing Customer
8589,Existing Customer
1714,Attrited Customer
2433,Existing Customer
21148,Existing Customer
5798,Attrited Customer
34516,Existing Customer
2184,Attrited Customer
2189,Existing Customer
3495,Attrited Customer
8018,Attrited Customer
14418,Existing Customer
34516,Existing Customer
1513,Existing Customer
2490,Existing Customer
2659,Existing Customer
34516,Attrited Customer
13490,Existing Customer
1664,Existing Customer
7753,Existing Customer
2909,Existing Customer
34516,Existing Customer
16026,Existing Customer
2705,Existing Customer
2884,Existing Customer
24299,Existing Customer
20755,Existing Customer
21096,Attrited Customer
6457,Existing Customer
1603,Existing Customer
2043,Existing Customer
1960,Existing Customer
2978,Existing Customer
2017,Existing Customer
5553,Existing Customer
1438,Existing Customer
2502,Existing Customer
2589,Existing Customer
2049,Existing Customer
3560,Existing Customer
2387,Existing Customer
2912,Existing Customer
7062,Existing Customer
12186,Existing Customer
3570,Attrited Customer
23911,Existing Customer
1438,Existing Customer
2317,Existing Customer
34516,Attrited Customer
5448,Existing Customer
5152,Existing Customer
2799,Existing Customer
1438,Attrited Customer
4281,Attrited Customer
28186,Existing Customer
11494,Existing Customer
28142,Existing Customer
2316,Existing Customer
10533,Existing Customer
14322,Existing Customer
34516,Existing Customer
6798,Existing Customer
2445,Attrited Customer
2585,Existing Customer
1781,Existing Customer
2205,Existing Customer
2568,Existing Customer
3292,Attrited Customer
30501,Existing Customer
5371,Existing Customer
9137,Existing Customer
5848,Attrited Customer
10614,Existing Customer
4205,Existing Customer
2586,Existing Customer
34516,Existing Customer
11309,Existing Customer
13883,Attrited Customer
25991,Existing Customer
2537,Existing Customer
1438,Existing Customer
3339,Attrited Customer
28390,Existing Customer
1438,Existing Customer
1624,Attrited Customer
8900,Existing Customer
9351,Existing Customer
2655,Existing Customer
3173,Existing Customer
6243,Existing Customer
2490,Existing Customer
1746,Attrited Customer
4141,Existing Customer
11684,Existing Customer
2363,Existing Customer
34516,Attrited Customer
1438,Existing Customer
2730,Existing Customer
1994,Existing Customer
9727,Existing Customer
33771,Existing Customer
10452,Existing Customer
4707,Existing Customer
3537,Existing Customer
8258,Attrited Customer
3072,Existing Customer
3841,Attrited Customer
1920,Existing Customer
1705,Existing Customer
1822,Attrited Customer
12248,Existing Customer
10264,Existing Customer
15069,Existing Customer
4650,Attrited Customer
3685,Existing Customer
7231,Existing Customer
2641,Existing Customer
3095,Existing Customer
3607,Attrited Customer
19402,Attrited Customer
8063,Existing Customer
3161,Existing Customer
2435,Attrited Customer
1603,Attrited Customer
4710,Existing Customer
1438,Existing Customer
24287,Existing Customer
1694,Existing Customer
1457,Attrited Customer
16928,Existing Customer
4297,Existing Customer
8302,Existing Customer
27374,Existing Customer
9110,Existing Customer
1539,Existing Customer
1947,Existing Customer
3062,Existing Customer
3114,Existing Customer
14948,Existing Customer
2503,Existing Customer
1854,Existing Customer
4092,Existing Customer
13284,Existing Customer
4830,Existing Customer
5911,Attrited Customer
19188,Existing Customer
1438,Existing Customer
3201,Existing Customer
1479,Existing Customer
3144,Existing Customer
1854,Existing Customer
3144,Existing Customer
4738,Attrited Customer
34516,Attrited Customer
2156,Existing Customer
1938,Existing Customer
1438,Existing Customer
34516,Existing Customer
1438,Existing Customer
3261,Attrited Customer
2211,Existing Customer
2255,Existing Customer
1507,Existing Customer
1736,Existing Customer
1864,Existing Customer
6611,Existing Customer
13382,Attrited Customer
2650,Existing Customer
1696,Attrited Customer
2628,Existing Customer
2650,Existing Customer
3331,Existing Customer
4123,Attrited Customer
3023,Attrited Customer
2238,Existing Customer
20803,Existing Customer
2760,Attrited Customer
9086,Existing Customer
34516,Existing Customer
6548,Existing Customer
1953,Existing Customer
25256,Attrited Customer
34516,Existing Customer
1876,Attrited Customer
16739,Existing Customer
2463,Existing Customer
34516,Existing Customer
4743,Existing Customer
2059,Existing Customer
6798,Existing Customer
2766,Existing Customer
1438,Existing Customer
3283,Existing Customer
2470,Existing Customer
4228,Existing Customer
2468,Attrited Customer
1438,Attrited Customer
3111,Existing Customer
2799,Existing Customer
1912,Existing Customer
18927,Existing Customer
2016,Attrited Customer
1438,Attrited Customer
1986,Existing Customer
2312,Existing Customer
2644,Existing Customer
2062,Existing Customer
3510,Existing Customer
15026,Existing Customer
2174,Existing Customer
29535,Existing Customer
2974,Existing Customer
8148,Existing Customer
2646,Existing Customer
34516,Attrited Customer
1879,Existing Customer
15913,Existing Customer
8685,Existing Customer
1438,Existing Customer
1711,Existing Customer
2572,Existing Customer
4535,Attrited Customer
5950,Existing Customer
4761,Existing Customer
19114,Existing Customer
13189,Existing Customer
1914,Attrited Customer
2468,Existing Customer
3410,Existing Customer
2728,Existing Customer
7119,Existing Customer
3532,Existing Customer
2294,Existing Customer
1663,Existing Customer
1722,Attrited Customer
8708,Existing Customer
2641,Existing Customer
34516,Existing Customer
1513,Existing Customer
10543,Attrited Customer
17764,Existing Customer
1438,Existing Customer
6371,Existing Customer
19188,Existing Customer
2822,Existing Customer
4139,Attrited Customer
34516,Existing Customer
4121,Existing Customer
2621,Existing Customer
3394,Existing Customer
17628,Existing Customer
4480,Existing Customer
1682,Existing Customer
2758,Existing Customer
1909,Existing Customer
11332,Existing Customer
7567,Existing Customer
1438,Attrited Customer
1918,Existing Customer
18660,Attrited Customer
14315,Existing Customer
1853,Existing Customer
4951,Existing Customer
34516,Existing Customer
1757,Attrited Customer
24033,Existing Customer
1943,Existing Customer
3795,Attrited Customer
4075,Existing Customer
3001,Attrited Customer
2077,Existing Customer
2157,Existing Customer
14914,Existing Customer
1580,Existing Customer
15483,Existing Customer
1916,Attrited Customer
3610,Attrited Customer
1667,Existing Customer
1438,Existing Customer
1942,Attrited Customer
1438,Existing Customer
4402,Existing Customer
1438,Existing Customer
2766,Existing Customer
25293,Existing Customer
4034,Existing Customer
26129,Existing Customer
14902,Attrited Customer
12228,Existing Customer
1724,Existing Customer
1438,Attrited Customer
16665,Existing Customer
20974,Attrited Customer
2069,Existing Customer
2231,Attrited Customer
2544,Existing Customer
34516,Existing Customer
22437,Existing Customer
3573,Attrited Customer
1959,Existing Customer
1661,Existing Customer
3009,Existing Customer
18535,Existing Customer
2171,Existing Customer
2882,Existing Customer
3277,Existing Customer
3301,Existing Customer
12391,Existing Customer
2168,Existing Customer
3433,Existing Customer
11619,Attrited Customer
3989,Existing Customer
2393,Existing Customer
1677,Attrited Customer
2035,Existing Customer
8842,Existing Customer
13921,Existing Customer
2761,Attrited Customer
2623,Existing Customer
19075,Attrited Customer
31978,Existing Customer
34516,Existing Customer
10360,Attrited Customer
10747,Existing Customer
3135,Existing Customer
1438,Existing Customer
8963,Existing Customer
1723,Attrited Customer
3901,Existing Customer
1438,Existing Customer
3131,Existing Customer
2331,Existing Customer
1895,Existing Customer
1583,Attrited Customer
1438,Existing Customer
2072,Existing Customer
2707,Existing Customer
13608,Existing Customer
2609,Existing Customer
8431,Existing Customer
5852,Existing Customer
3140,Existing Customer
8694,Existing Customer
3589,Existing Customer
2751,Existing Customer
11557,Existing Customer
1495,Attrited Customer
9703,Existing Customer
9106,Existing Customer
2694,Attrited Customer
19629,Existing Customer
6507,Existing Customer
2096,Existing Customer
11314,Existing Customer
1837,Existing Customer
1984,Attrited Customer
2535,Existing Customer
1970,Existing Customer
2694,Existing Customer
1699,Attrited Customer
1953,Existing Customer
34516,Existing Customer
5486,Existing Customer
2107,Existing Customer
2976,Existing Customer
16741,Existing Customer
3714,Existing Customer
6936,Attrited Customer
11099,Existing Customer
15987,Existing Customer
34516,Existing Customer
7195,Attrited Customer
1956,Existing Customer
3317,Existing Customer
2942,Existing Customer
5095,Existing Customer
10111,Existing Customer
3201,Attrited Customer
5987,Existing Customer
18733,Existing Customer
2265,Existing Customer
2302,Attrited Customer
2055,Existing Customer
2147,Existing Customer
2900,Attrited Customer
2670,Existing Customer
2254,Existing Customer
1438,Existing Customer
5655,Attrited Customer
3961,Existing Customer
11606,Attrited Customer
4388,Existing Customer
19826,Existing Customer
2173,Existing Customer
1757,Attrited Customer
3164,Existing Customer
6022,Existing Customer
1804,Attrited Customer
22664,Existing Customer
2527,Existing Customer
3547,Attrited Customer
1438,Existing Customer
2154,Existing Customer
4906,Existing Customer
4753,Existing Customer
1880,Attrited Customer
12155,Existing Customer
2721,Existing Customer
6160,Existing Customer
2069,Existing Customer
28422,Existing Customer
1438,Existing Customer
1438,Existing Customer
1491,Attrited Customer
4783,Existing Customer
4361,Existing Customer
16388,Existing Customer
2905,Attrited Customer
2404,Existing Customer
1477,Attrited Customer
3556,Attrited Customer
5649,Existing Customer
6524,Existing Customer
2633,Existing Customer
7693,Existing Customer
2482,Existing Customer
3035,Existing Customer
26308,Existing Customer
6205,Existing Customer
2624,Existing Customer
1479,Attrited Customer
4489,Existing Customer
15060,Attrited Customer
1616,Existing Customer
6723,Existing Customer
2756,Existing Customer
2897,Attrited Customer
5456,Existing Customer
3569,Existing Customer
34198,Existing Customer
34516,Existing Customer
2817,Existing Customer
2126,Existing Customer
2573,Existing Customer
4006,Existing Customer
4586,Attrited Customer
1438,Existing Customer
5667,Attrited Customer
15594,Existing Customer
1584,Attrited Customer
13298,Existing Customer
1762,Existing Customer
2245,Existing Customer
8168,Existing Customer
2238,Attrited Customer
3881,Attrited Customer
20485,Existing Customer
2111,Existing Customer
5624,Existing Customer
1656,Existing Customer
3032,Attrited Customer
15699,Attrited Customer
6608,Existing Customer
5062,Existing Customer
1547,Existing Customer
11060,Existing Customer
1438,Existing Customer
1538,Existing Customer
1438,Existing Customer
2330,Attrited Customer
3170,Existing Customer
2120,Existing Customer
20231,Existing Customer
5583,Existing Customer
7764,Existing Customer
25670,Attrited Customer
3841,Attrited Customer
2001,Existing Customer
8512,Existing Customer
5869,Existing Customer
34516,Attrited Customer
6467,Existing Customer
5386,Existing Customer
1438,Existing Customer
1438,Existing Customer
4871,Attrited Customer
1553,Existing Customer
3304,Attrited Customer
3378,Existing Customer
2313,Existing Customer
2434,Existing Customer
1438,Existing Customer
14544,Existing Customer
24621,Attrited Customer
2720,Existing Customer
33122,Existing Customer
1438,Existing Customer
2709,Existing Customer
4499,Existing Customer
4697,Attrited Customer
1536,Attrited Customer
19198,Existing Customer
1438,Existing Customer
1990,Existing Customer
3422,Existing Customer
2094,Attrited Customer
1906,Existing Customer
3786,Existing Customer
12078,Existing Customer
1438,Attrited Customer
1438,Attrited Customer
2620,Existing Customer
13435,Existing Customer
3186,Existing Customer
1950,Existing Customer
7098,Existing Customer
2250,Existing Customer
34516,Existing Customer
2495,Existing Customer
3086,Existing Customer
1520,Existing Customer
4043,Attrited Customer
4599,Existing Customer
7486,Existing Customer
1438,Existing Customer
2846,Attrited Customer
7789,Existing Customer
1438,Attrited Customer
1734,Existing Customer
14527,Existing Customer
2646,Existing Customer
8185,Existing Customer
6340,Existing Customer
5711,Existing Customer
2258,Existing Customer
2086,Attrited Customer
3256,Existing Customer
14854,Existing Customer
7184,Existing Customer
9065,Existing Customer
3682,Attrited Customer
1438,Attrited Customer
12663,Existing Customer
1438,Existing Customer
1438,Existing Customer
1438,Attrited Customer
1804,Existing Customer
1669,Existing Customer
21696,Existing Customer
2992,Existing Customer
1934,Existing Customer
34516,Existing Customer
1734,Existing Customer
1438,Existing Customer
1438,Attrited Customer
9673,Existing Customer
3609,Existing Customer
1438,Attrited Customer
6423,Existing Customer
14899,Attrited Customer
3224,Existing Customer
4135,Existing Customer
8376,Existing Customer
25944,Existing Customer
1438,Existing Customer
1556,Attrited Customer
8701,Attrited Customer
5600,Attrited Customer
4906,Existing Customer
2687,Existing Customer
4464,Existing Customer
1438,Existing Customer
2221,Existing Customer
2966,Existing Customer
1593,Existing Customer
2450,Existing Customer
1529,Existing Customer
6274,Existing Customer
2134,Existing Customer
17158,Existing Customer
3359,Existing Customer
11997,Existing Customer
3302,Existing Customer
2687,Attrited Customer
1438,Existing Customer
1801,Attrited Customer
4573,Attrited Customer
2860,Attrited Customer
13387,Existing Customer
2283,Existing Customer
2506,Existing Customer
1438,Existing Customer
1438,Existing Customer
10873,Existing Customer
7596,Attrited Customer
2921,Attrited Customer
10136,Existing Customer
2187,Existing Customer
3302,Existing Customer
30997,Existing Customer
2578,Existing Customer
3034,Existing Customer
2222,Existing Customer
3328,Attrited Customer
2346,Existing Customer
26142,Existing Customer
17655,Existing Customer
1644,Attrited Customer
2182,Existing Customer
10588,Existing Customer
2973,Existing Customer
2165,Existing Customer
5845,Attrited Customer
3035,Existing Customer
4602,Existing Customer
2689,Attrited Customer
1438,Existing Customer
1443,Attrited Customer
2847,Existing Customer
15638,Existing Customer
10700,Existing Customer
1438,Attrited Customer
1694,Attrited Customer
2555,Existing Customer
8973,Existing Customer
4167,Existing Customer
1480,Existing Customer
5070,Existing Customer
6054,Existing Customer
2447,Existing Customer
3022,Existing Customer
4473,Existing Customer
7199,Existing Customer
1438,Existing Customer
1438,Attrited Customer
12270,Existing Customer
3006,Existing Customer
7901,Existing Customer
5983,Existing Customer
7362,Existing Customer
3046,Existing Customer
34516,Existing Customer
3029,Existing Customer
1438,Existing Customer
2618,Existing Customer
2718,Existing Customer
2230,Existing Customer
3802,Attrited Customer
2736,Existing Customer
2258,Existing Customer
1438,Attrited Customer
11882,Existing Customer
1438,Existing Customer
1438,Existing Customer
2778,Existing Customer
2474,Existing Customer
2642,Existing Customer
30357,Existing Customer
2201,Existing Customer
5182,Existing Customer
3783,Existing Customer
34516,Existing Customer
2865,Existing Customer
2711,Existing Customer
13287,Existing Customer
1438,Existing Customer
5668,Existing Customer
24542,Attrited Customer
1959,Existing Customer
1838,Attrited Customer
3927,Existing Customer
4345,Existing Customer
1438,Attrited Customer
2541,Existing Customer
2422,Attrited Customer
1440,Attrited Customer
26108,Existing Customer
2516,Attrited Customer
3646,Attrited Customer
2214,Existing Customer
11862,Existing Customer
4073,Attrited Customer
9916,Existing Customer
1438,Existing Customer
6452,Existing Customer
1952,Attrited Customer
1438,Existing Customer
2252,Existing Customer
2370,Existing Customer
2610,Existing Customer
2918,Existing Customer
2708,Existing Customer
3666,Existing Customer
1438,Existing Customer
1438,Attrited Customer
26303,Existing Customer
15982,Existing Customer
1545,Existing Customer
1438,Existing Customer
1451,Existing Customer
2340,Existing Customer
1926,Existing Customer
2954,Attrited Customer
1848,Attrited Customer
4328,Existing Customer
2943,Existing Customer
2419,Existing Customer
5481,Existing Customer
3316,Attrited Customer
1438,Existing Customer
2801,Existing Customer
2933,Existing Customer
21630,Existing Customer
2961,Existing Customer
12229,Existing Customer
2272,Existing Customer
6953,Existing Customer
1792,Existing Customer
2765,Existing Customer
6904,Existing Customer
2220,Attrited Customer
1495,Existing Customer
1531,Existing Customer
2884,Existing Customer
4182,Existing Customer
3101,Attrited Customer
4542,Existing Customer
3372,Existing Customer
3099,Existing Customer
5299,Existing Customer
2138,Existing Customer
2690,Existing Customer
2699,Attrited Customer
8376,Existing Customer
2396,Existing Customer
18964,Existing Customer
2114,Existing Customer
1623,Existing Customer
2579,Existing Customer
5045,Attrited Customer
2089,Attrited Customer
2866,Existing Customer
4370,Existing Customer
5070,Existing Customer
2572,Existing Customer
2016,Existing Customer
3871,Existing Customer
3983,Attrited Customer
1773,Existing Customer
2029,Existing Customer
15490,Attrited Customer
2941,Existing Customer
4212,Attrited Customer
6248,Existing Customer
2430,Existing Customer
2470,Existing Customer
3255,Existing Customer
2351,Existing Customer
4202,Existing Customer
4712,Existing Customer
2611,Existing Customer
5245,Existing Customer
2583,Existing Customer
7464,Existing Customer
9863,Existing Customer
1438,Existing Customer
1452,Attrited Customer
1438,Attrited Customer
2448,Existing Customer
2013,Attrited Customer
2293,Existing Customer
1438,Existing Customer
1702,Existing Customer
3272,Existing Customer
2708,Existing Customer
1738,Existing Customer
1640,Existing Customer
7116,Existing Customer
2082,Existing Customer
5626,Existing Customer
2920,Attrited Customer
6526,Attrited Customer
1793,Attrited Customer
2427,Existing Customer
3011,Existing Customer
7492,Existing Customer
1744,Existing Customer
2573,Existing Customer
34516,Existing Customer
10573,Attrited Customer
1789,Existing Customer
3272,Existing Customer
2382,Existing Customer
1981,Existing Customer
22294,Existing Customer
2574,Existing Customer
2112,Existing Customer
3044,Existing Customer
2721,Existing Customer
5033,Existing Customer
2325,Existing Customer
2758,Existing Customer
9705,Existing Customer
2685,Existing Customer
2694,Existing Customer
1554,Attrited Customer
2648,Existing Customer
2477,Existing Customer
34516,Existing Customer
2479,Existing Customer
4020,Attrited Customer
7398,Existing Customer
34516,Existing Customer
3042,Existing Customer
2688,Existing Customer
4902,Existing Customer
5069,Existing Customer
8766,Attrited Customer
2800,Existing Customer
2713,Existing Customer
1438,Attrited Customer
1746,Existing Customer
2930,Existing Customer
2178,Existing Customer
2021,Existing Customer
1842,Attrited Customer
18284,Existing Customer
34516,Existing Customer
1793,Existing Customer
5731,Existing Customer
2417,Attrited Customer
1438,Existing Customer
21800,Existing Customer
1547,Attrited Customer
1485,Existing Customer
2505,Existing Customer
3307,Existing Customer
2066,Attrited Customer
13362,Existing Customer
2431,Existing Customer
6034,Existing Customer
1963,Existing Customer
2922,Existing Customer
6943,Existing Customer
34516,Attrited Customer
4248,Attrited Customer
1438,Existing Customer
2383,Existing Customer
1677,Existing Customer
3474,Attrited Customer
1787,Existing Customer
18734,Attrited Customer
1438,Existing Customer
3525,Existing Customer
27378,Existing Customer
1614,Attrited Customer
7862,Existing Customer
4284,Existing Customer
1438,Existing Customer
21805,Existing Customer
4712,Existing Customer
2264,Existing Customer
15011,Attrited Customer
2919,Existing Customer
6125,Existing Customer
21543,Existing Customer
6355,Existing Customer
5616,Existing Customer
2836,Existing Customer
1438,Existing Customer
14951,Existing Customer
2172,Existing Customer
3390,Existing Customer
2193,Existing Customer
2801,Existing Customer
11186,Existing Customer
2434,Existing Customer
2716,Existing Customer
1438,Attrited Customer
18776,Existing Customer
19793,Attrited Customer
2472,Existing Customer
1438,Existing Customer
3189,Existing Customer
2092,Existing Customer
2946,Existing Customer
4143,Existing Customer
3719,Attrited Customer
2029,Attrited Customer
13199,Attrited Customer
3304,Existing Customer
3125,Existing Customer
1438,Existing Customer
2491,Existing Customer
1977,Attrited Customer
1806,Attrited Customer
1938,Existing Customer
3188,Existing Customer
2288,Existing Customer
23250,Attrited Customer
34516,Attrited Customer
12882,Existing Customer
3228,Existing Customer
2303,Existing Customer
2990,Attrited Customer
2873,Existing Customer
28253,Existing Customer
1630,Existing Customer
2836,Existing Customer
1506,Attrited Customer
1605,Existing Customer
11778,Attrited Customer
2747,Existing Customer
2501,Existing Customer
2563,Existing Customer
1659,Attrited Customer
3426,Existing Customer
3214,Attrited Customer
12906,Attrited Customer
1438,Attrited Customer
4476,Existing Customer
11502,Existing Customer
7924,Attrited Customer
16199,Existing Customer
1452,Existing Customer
13590,Attrited Customer
4430,Existing Customer
2919,Existing Customer
2796,Existing Customer
2580,Attrited Customer
2834,Existing Customer
1522,Existing Customer
8795,Existing Customer
2715,Existing Customer
2097,Existing Customer
3028,Existing Customer
1695,Existing Customer
1438,Attrited Customer
1438,Existing Customer
1964,Existing Customer
1904,Existing Customer
2933,Existing Customer
34516,Existing Customer
2421,Existing Customer
2406,Existing Customer
2621,Existing Customer
3375,Existing Customer
17656,Existing Customer
2475,Attrited Customer
3942,Existing Customer
1771,Existing Customer
20958,Existing Customer
4117,Existing Customer
18524,Existing Customer
2222,Existing Customer
3119,Existing Customer
1611,Existing Customer
4090,Attrited Customer
2442,Existing Customer
1816,Attrited Customer
1438,Existing Customer
14958,Existing Customer
1625,Existing Customer
3007,Existing Customer
1848,Existing Customer
4142,Attrited Customer
1438,Existing Customer
2202,Existing Customer
3591,Existing Customer
4781,Attrited Customer
9025,Existing Customer
11627,Existing Customer
1438,Existing Customer
4976,Existing Customer
14370,Existing Customer
21681,Existing Customer
2634,Existing Customer
2204,Existing Customer
1502,Attrited Customer
3136,Existing Customer
4478,Existing Customer
13090,Existing Customer
6849,Existing Customer
4228,Existing Customer
5678,Existing Customer
3964,Existing Customer
7970,Attrited Customer
1942,Attrited Customer
5821,Attrited Customer
3174,Existing Customer
1438,Existing Customer
1852,Existing Customer
1809,Attrited Customer
3503,Existing Customer
17835,Existing Customer
3383,Existing Customer
1438,Existing Customer
3815,Existing Customer
1902,Existing Customer
2077,Existing Customer
2514,Attrited Customer
34516,Existing Customer
2144,Existing Customer
5951,Existing Customer
2799,Existing Customer
2560,Existing Customer
5821,Existing Customer
2057,Existing Customer
1972,Existing Customer
2675,Existing Customer
6223,Existing Customer
34516,Existing Customer
3054,Existing Customer
1438,Existing Customer
7970,Attrited Customer
1601,Existing Customer
34516,Existing Customer
1822,Existing Customer
1614,Existing Customer
