"Total_Revolving_Bal","Attrition_Flag"
1248,Existing Customer
1812,Existing Customer
1909,Existing Customer
1605,Existing Customer
0,Existing Customer
2517,Attrited Customer
1103,Existing Customer
2361,Existing Customer
1452,Existing Customer
1623,Existing Customer
788,Existing Customer
557,Existing Customer
1471,Existing Customer
0,Attrited Customer
1180,Existing Customer
0,Existing Customer
0,Existing Customer
696,Existing Customer
1798,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
769,Existing Customer
0,Existing Customer
1250,Existing Customer
0,Existing Customer
852,Existing Customer
0,Attrited Customer
0,Existing Customer
1487,Existing Customer
2316,Existing Customer
1543,Existing Customer
0,Existing Customer
0,Existing Customer
587,Existing Customer
1008,Attrited Customer
789,Existing Customer
1175,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
730,Existing Customer
1887,Existing Customer
1553,Attrited Customer
1505,Existing Customer
0,Attrited Customer
2517,Attrited Customer
1353,Existing Customer
897,Existing Customer
0,Existing Customer
1143,Existing Customer
1597,Existing Customer
2517,Attrited Customer
1119,Existing Customer
1030,Existing Customer
1110,Existing Customer
1247,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
665,Existing Customer
1173,Existing Customer
1377,Existing Customer
1794,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1829,Existing Customer
764,Existing Customer
1882,Existing Customer
1126,Attrited Customer
2361,Attrited Customer
2506,Existing Customer
1687,Existing Customer
0,Attrited Customer
2160,Existing Customer
1751,Existing Customer
548,Existing Customer
597,Existing Customer
1074,Existing Customer
1092,Existing Customer
1892,Existing Customer
0,Attrited Customer
818,Existing Customer
0,Existing Customer
773,Existing Customer
0,Existing Customer
1542,Existing Customer
0,Existing Customer
1636,Attrited Customer
2517,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1069,Existing Customer
0,Existing Customer
1073,Existing Customer
0,Existing Customer
0,Existing Customer
2517,Attrited Customer
1118,Existing Customer
0,Existing Customer
1933,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
1273,Existing Customer
783,Existing Customer
955,Existing Customer
1544,Existing Customer
756,Existing Customer
0,Existing Customer
2222,Attrited Customer
0,Existing Customer
1776,Existing Customer
1044,Existing Customer
1442,Existing Customer
0,Attrited Customer
1426,Existing Customer
1374,Existing Customer
1495,Existing Customer
1541,Existing Customer
1731,Existing Customer
912,Existing Customer
1257,Existing Customer
1229,Existing Customer
1362,Existing Customer
1758,Attrited Customer
864,Attrited Customer
1142,Existing Customer
1796,Existing Customer
0,Attrited Customer
1422,Existing Customer
1567,Existing Customer
0,Attrited Customer
1708,Existing Customer
1263,Existing Customer
1809,Existing Customer
1128,Existing Customer
989,Existing Customer
2386,Existing Customer
321,Attrited Customer
2057,Existing Customer
377,Attrited Customer
1881,Existing Customer
0,Attrited Customer
1355,Existing Customer
1783,Existing Customer
1112,Existing Customer
0,Existing Customer
1020,Existing Customer
2196,Existing Customer
1170,Existing Customer
0,Existing Customer
2162,Existing Customer
1905,Existing Customer
2340,Existing Customer
1492,Existing Customer
1352,Existing Customer
157,Attrited Customer
1312,Existing Customer
1548,Existing Customer
1775,Existing Customer
851,Existing Customer
458,Attrited Customer
0,Attrited Customer
0,Existing Customer
1046,Existing Customer
0,Existing Customer
922,Existing Customer
1946,Existing Customer
1508,Existing Customer
2517,Existing Customer
2000,Existing Customer
0,Existing Customer
2199,Existing Customer
2268,Attrited Customer
0,Existing Customer
878,Existing Customer
470,Existing Customer
986,Existing Customer
0,Existing Customer
1148,Existing Customer
2517,Attrited Customer
1516,Existing Customer
1506,Attrited Customer
1170,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
0,Attrited Customer
950,Existing Customer
1716,Existing Customer
942,Existing Customer
2049,Existing Customer
0,Attrited Customer
2251,Existing Customer
659,Existing Customer
1120,Attrited Customer
0,Existing Customer
0,Existing Customer
1714,Existing Customer
1399,Existing Customer
1471,Existing Customer
2129,Existing Customer
0,Existing Customer
1783,Existing Customer
1525,Existing Customer
1132,Existing Customer
1318,Existing Customer
1302,Existing Customer
0,Attrited Customer
2024,Existing Customer
2120,Existing Customer
1264,Existing Customer
821,Existing Customer
0,Attrited Customer
1625,Attrited Customer
524,Attrited Customer
1607,Existing Customer
0,Existing Customer
975,Existing Customer
0,Attrited Customer
1399,Existing Customer
0,Existing Customer
867,Existing Customer
1912,Existing Customer
2517,Existing Customer
2517,Existing Customer
1864,Existing Customer
1044,Existing Customer
1598,Existing Customer
0,Attrited Customer
1947,Existing Customer
0,Existing Customer
1792,Existing Customer
2258,Existing Customer
0,Attrited Customer
1353,Existing Customer
2382,Existing Customer
1716,Existing Customer
582,Existing Customer
0,Existing Customer
1583,Existing Customer
0,Attrited Customer
844,Existing Customer
904,Existing Customer
2517,Attrited Customer
2514,Existing Customer
1938,Existing Customer
1019,Existing Customer
0,Existing Customer
0,Attrited Customer
756,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1106,Existing Customer
0,Existing Customer
685,Existing Customer
0,Attrited Customer
1948,Existing Customer
1746,Existing Customer
2517,Attrited Customer
1757,Existing Customer
0,Attrited Customer
1833,Existing Customer
0,Attrited Customer
134,Attrited Customer
0,Existing Customer
0,Existing Customer
725,Existing Customer
1623,Existing Customer
0,Existing Customer
2297,Attrited Customer
1672,Existing Customer
798,Existing Customer
1643,Existing Customer
2085,Existing Customer
1384,Existing Customer
1160,Existing Customer
1334,Existing Customer
1144,Existing Customer
2517,Existing Customer
2276,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1725,Existing Customer
1690,Existing Customer
0,Existing Customer
1557,Existing Customer
1117,Existing Customer
988,Existing Customer
1488,Existing Customer
2052,Existing Customer
1460,Existing Customer
751,Existing Customer
1482,Existing Customer
1501,Existing Customer
1255,Existing Customer
1080,Existing Customer
2517,Attrited Customer
2100,Existing Customer
0,Existing Customer
1232,Existing Customer
0,Attrited Customer
0,Existing Customer
948,Existing Customer
1303,Existing Customer
0,Attrited Customer
0,Attrited Customer
1308,Existing Customer
1160,Existing Customer
762,Existing Customer
1510,Existing Customer
1689,Existing Customer
0,Existing Customer
1662,Existing Customer
2517,Existing Customer
848,Attrited Customer
1847,Existing Customer
1315,Existing Customer
1245,Existing Customer
1875,Existing Customer
0,Attrited Customer
2030,Existing Customer
1499,Existing Customer
1729,Existing Customer
2517,Attrited Customer
784,Existing Customer
710,Existing Customer
2196,Existing Customer
1417,Existing Customer
0,Existing Customer
783,Attrited Customer
0,Existing Customer
1097,Existing Customer
794,Existing Customer
0,Attrited Customer
1141,Existing Customer
0,Existing Customer
0,Attrited Customer
1700,Existing Customer
1482,Existing Customer
1650,Existing Customer
2517,Existing Customer
1331,Existing Customer
2225,Existing Customer
1107,Attrited Customer
1424,Existing Customer
653,Existing Customer
494,Existing Customer
0,Attrited Customer
746,Existing Customer
1970,Existing Customer
1175,Existing Customer
1626,Existing Customer
0,Existing Customer
1120,Existing Customer
1121,Existing Customer
0,Existing Customer
1771,Attrited Customer
1611,Existing Customer
2517,Attrited Customer
0,Existing Customer
1192,Existing Customer
1605,Attrited Customer
1323,Existing Customer
803,Existing Customer
1843,Existing Customer
204,Attrited Customer
0,Existing Customer
2517,Existing Customer
1584,Existing Customer
1488,Existing Customer
0,Attrited Customer
0,Attrited Customer
1485,Existing Customer
2424,Existing Customer
2432,Attrited Customer
749,Attrited Customer
1869,Existing Customer
0,Existing Customer
1676,Existing Customer
1074,Existing Customer
0,Attrited Customer
1519,Existing Customer
0,Existing Customer
1294,Existing Customer
1509,Existing Customer
0,Existing Customer
0,Existing Customer
1160,Existing Customer
2039,Existing Customer
1059,Existing Customer
2158,Existing Customer
2373,Existing Customer
0,Existing Customer
622,Existing Customer
607,Existing Customer
1469,Existing Customer
916,Attrited Customer
0,Existing Customer
754,Existing Customer
984,Existing Customer
1004,Existing Customer
2216,Existing Customer
1480,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
1114,Existing Customer
0,Existing Customer
0,Existing Customer
1948,Existing Customer
1058,Existing Customer
0,Attrited Customer
1370,Existing Customer
1647,Existing Customer
961,Existing Customer
1513,Existing Customer
1427,Existing Customer
1041,Existing Customer
1159,Attrited Customer
1646,Existing Customer
0,Attrited Customer
1771,Existing Customer
1049,Existing Customer
2251,Existing Customer
1760,Attrited Customer
2517,Attrited Customer
1324,Existing Customer
1747,Existing Customer
0,Attrited Customer
1254,Existing Customer
1718,Existing Customer
1244,Existing Customer
1554,Existing Customer
966,Attrited Customer
1045,Existing Customer
1536,Attrited Customer
1229,Existing Customer
1621,Existing Customer
1278,Existing Customer
1687,Existing Customer
1118,Existing Customer
918,Existing Customer
1985,Existing Customer
0,Existing Customer
1856,Existing Customer
1961,Existing Customer
1709,Existing Customer
0,Attrited Customer
0,Attrited Customer
1541,Existing Customer
1532,Existing Customer
1163,Existing Customer
887,Existing Customer
395,Attrited Customer
0,Attrited Customer
1614,Existing Customer
1997,Existing Customer
2126,Existing Customer
1302,Existing Customer
1881,Existing Customer
916,Existing Customer
877,Existing Customer
895,Existing Customer
2090,Existing Customer
701,Existing Customer
1983,Existing Customer
1477,Attrited Customer
1486,Existing Customer
1696,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
1969,Existing Customer
0,Attrited Customer
1117,Existing Customer
1561,Existing Customer
1754,Existing Customer
1205,Existing Customer
0,Attrited Customer
1850,Existing Customer
1110,Existing Customer
0,Existing Customer
1513,Existing Customer
869,Existing Customer
1582,Existing Customer
0,Existing Customer
0,Attrited Customer
996,Existing Customer
1336,Existing Customer
1048,Existing Customer
0,Existing Customer
0,Attrited Customer
1459,Existing Customer
0,Existing Customer
1946,Existing Customer
1622,Existing Customer
1501,Existing Customer
0,Attrited Customer
904,Existing Customer
2084,Existing Customer
598,Existing Customer
0,Existing Customer
1414,Existing Customer
2465,Existing Customer
930,Existing Customer
2017,Existing Customer
866,Existing Customer
1647,Existing Customer
2496,Existing Customer
0,Attrited Customer
900,Existing Customer
728,Attrited Customer
1348,Existing Customer
0,Existing Customer
2002,Existing Customer
2213,Existing Customer
331,Attrited Customer
612,Existing Customer
1654,Existing Customer
2517,Attrited Customer
2189,Existing Customer
482,Attrited Customer
1634,Existing Customer
721,Existing Customer
1102,Existing Customer
620,Existing Customer
1719,Existing Customer
0,Attrited Customer
1554,Attrited Customer
0,Existing Customer
0,Existing Customer
860,Attrited Customer
0,Existing Customer
697,Existing Customer
0,Existing Customer
1731,Existing Customer
1140,Existing Customer
1867,Existing Customer
1752,Existing Customer
0,Attrited Customer
2137,Existing Customer
0,Existing Customer
0,Attrited Customer
1147,Existing Customer
0,Attrited Customer
1288,Existing Customer
1791,Attrited Customer
0,Existing Customer
0,Existing Customer
1389,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
721,Existing Customer
1192,Existing Customer
1415,Existing Customer
0,Existing Customer
2481,Existing Customer
2517,Existing Customer
784,Existing Customer
1485,Existing Customer
964,Existing Customer
0,Attrited Customer
0,Existing Customer
1499,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1201,Existing Customer
0,Attrited Customer
1647,Existing Customer
0,Attrited Customer
1659,Existing Customer
2061,Existing Customer
2517,Attrited Customer
1027,Existing Customer
0,Existing Customer
860,Existing Customer
0,Existing Customer
0,Attrited Customer
1001,Existing Customer
801,Existing Customer
849,Existing Customer
1709,Existing Customer
1146,Existing Customer
234,Attrited Customer
904,Existing Customer
1544,Existing Customer
1367,Existing Customer
1190,Existing Customer
1115,Existing Customer
1862,Existing Customer
1935,Existing Customer
2183,Existing Customer
961,Existing Customer
1808,Existing Customer
2258,Existing Customer
1050,Existing Customer
0,Attrited Customer
941,Existing Customer
975,Existing Customer
0,Attrited Customer
0,Existing Customer
1452,Existing Customer
1711,Existing Customer
0,Existing Customer
665,Existing Customer
0,Attrited Customer
1699,Existing Customer
1224,Existing Customer
1833,Existing Customer
0,Attrited Customer
1762,Existing Customer
825,Existing Customer
685,Existing Customer
941,Existing Customer
2257,Existing Customer
1225,Existing Customer
2517,Existing Customer
0,Attrited Customer
0,Existing Customer
1965,Existing Customer
1153,Existing Customer
0,Attrited Customer
1053,Existing Customer
2517,Existing Customer
2100,Existing Customer
0,Existing Customer
868,Existing Customer
2517,Attrited Customer
1405,Existing Customer
1292,Existing Customer
1345,Existing Customer
0,Attrited Customer
1276,Existing Customer
771,Existing Customer
2517,Attrited Customer
2079,Existing Customer
533,Existing Customer
739,Existing Customer
1154,Attrited Customer
1729,Existing Customer
0,Attrited Customer
642,Existing Customer
1389,Existing Customer
0,Existing Customer
0,Attrited Customer
2201,Existing Customer
871,Existing Customer
0,Attrited Customer
0,Existing Customer
2204,Existing Customer
2517,Attrited Customer
604,Existing Customer
1490,Existing Customer
1302,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
1527,Existing Customer
2258,Existing Customer
1393,Existing Customer
1258,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
2517,Existing Customer
806,Existing Customer
2001,Existing Customer
2517,Attrited Customer
1887,Existing Customer
0,Attrited Customer
2517,Attrited Customer
748,Existing Customer
1993,Existing Customer
1924,Existing Customer
0,Existing Customer
916,Existing Customer
0,Existing Customer
0,Existing Customer
2233,Existing Customer
1458,Existing Customer
458,Attrited Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
968,Existing Customer
1911,Existing Customer
1506,Attrited Customer
0,Existing Customer
0,Existing Customer
1804,Existing Customer
1311,Existing Customer
1864,Existing Customer
1257,Existing Customer
1640,Existing Customer
1646,Existing Customer
0,Attrited Customer
0,Existing Customer
2517,Attrited Customer
0,Existing Customer
1214,Attrited Customer
1694,Existing Customer
1051,Existing Customer
1503,Existing Customer
2137,Existing Customer
0,Attrited Customer
2517,Attrited Customer
0,Existing Customer
1047,Existing Customer
1216,Existing Customer
1429,Existing Customer
0,Attrited Customer
0,Attrited Customer
2270,Existing Customer
1423,Existing Customer
0,Existing Customer
1647,Existing Customer
0,Existing Customer
868,Existing Customer
886,Existing Customer
2294,Attrited Customer
1428,Existing Customer
1527,Existing Customer
1434,Existing Customer
0,Existing Customer
621,Existing Customer
0,Attrited Customer
0,Attrited Customer
909,Existing Customer
1471,Existing Customer
2517,Existing Customer
399,Attrited Customer
1887,Existing Customer
0,Existing Customer
576,Existing Customer
1120,Existing Customer
0,Attrited Customer
1177,Existing Customer
0,Attrited Customer
2134,Existing Customer
1775,Existing Customer
0,Existing Customer
0,Existing Customer
0,Existing Customer
471,Attrited Customer
1926,Existing Customer
1587,Existing Customer
797,Existing Customer
2034,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
2218,Existing Customer
1226,Existing Customer
1747,Existing Customer
1039,Existing Customer
0,Attrited Customer
1259,Existing Customer
0,Existing Customer
1687,Existing Customer
0,Attrited Customer
0,Attrited Customer
2081,Existing Customer
0,Existing Customer
2517,Existing Customer
1062,Existing Customer
2224,Existing Customer
1788,Existing Customer
2038,Existing Customer
2061,Existing Customer
2213,Existing Customer
0,Existing Customer
2517,Attrited Customer
1438,Existing Customer
1758,Existing Customer
0,Existing Customer
0,Attrited Customer
957,Existing Customer
170,Attrited Customer
987,Existing Customer
2070,Existing Customer
872,Existing Customer
1556,Existing Customer
1985,Existing Customer
0,Existing Customer
1600,Existing Customer
2007,Attrited Customer
1013,Existing Customer
2136,Existing Customer
1207,Existing Customer
641,Existing Customer
2517,Attrited Customer
0,Attrited Customer
1028,Existing Customer
816,Existing Customer
668,Existing Customer
0,Attrited Customer
1040,Existing Customer
0,Existing Customer
1036,Existing Customer
1845,Existing Customer
985,Existing Customer
830,Existing Customer
0,Existing Customer
838,Existing Customer
886,Attrited Customer
0,Existing Customer
1026,Existing Customer
576,Attrited Customer
0,Existing Customer
0,Attrited Customer
2111,Existing Customer
1606,Existing Customer
1219,Existing Customer
1987,Existing Customer
535,Existing Customer
0,Attrited Customer
215,Attrited Customer
2517,Attrited Customer
2185,Existing Customer
1317,Existing Customer
1418,Existing Customer
869,Existing Customer
1814,Existing Customer
2371,Existing Customer
1091,Existing Customer
1490,Existing Customer
563,Existing Customer
883,Existing Customer
1085,Existing Customer
1211,Existing Customer
873,Existing Customer
1424,Existing Customer
1980,Existing Customer
1689,Attrited Customer
0,Existing Customer
316,Attrited Customer
2076,Attrited Customer
2517,Attrited Customer
0,Existing Customer
1020,Existing Customer
1549,Existing Customer
735,Existing Customer
814,Existing Customer
1514,Existing Customer
2199,Attrited Customer
2412,Attrited Customer
0,Existing Customer
1094,Existing Customer
2517,Existing Customer
2330,Existing Customer
2424,Existing Customer
468,Existing Customer
1398,Existing Customer
2517,Attrited Customer
2150,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
1722,Existing Customer
994,Existing Customer
2446,Existing Customer
1465,Existing Customer
0,Attrited Customer
1498,Existing Customer
1517,Existing Customer
2384,Attrited Customer
780,Existing Customer
0,Attrited Customer
2082,Existing Customer
1729,Existing Customer
1346,Existing Customer
0,Attrited Customer
479,Attrited Customer
1587,Existing Customer
1300,Existing Customer
0,Existing Customer
1017,Existing Customer
0,Existing Customer
1103,Existing Customer
1973,Existing Customer
1627,Existing Customer
0,Existing Customer
1274,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
633,Existing Customer
1184,Existing Customer
1885,Existing Customer
1907,Existing Customer
2415,Existing Customer
1871,Existing Customer
1505,Existing Customer
0,Existing Customer
2026,Existing Customer
1474,Existing Customer
1796,Existing Customer
1300,Attrited Customer
993,Existing Customer
1250,Existing Customer
0,Attrited Customer
1472,Existing Customer
0,Existing Customer
538,Existing Customer
743,Existing Customer
1539,Existing Customer
2377,Existing Customer
1255,Existing Customer
1420,Existing Customer
1607,Existing Customer
0,Existing Customer
0,Existing Customer
2022,Existing Customer
0,Existing Customer
1864,Existing Customer
0,Existing Customer
2517,Existing Customer
2354,Attrited Customer
1268,Existing Customer
0,Attrited Customer
720,Existing Customer
838,Existing Customer
544,Attrited Customer
1053,Existing Customer
1014,Attrited Customer
1211,Attrited Customer
1146,Existing Customer
2312,Attrited Customer
1047,Attrited Customer
2123,Existing Customer
0,Existing Customer
2517,Attrited Customer
0,Existing Customer
949,Existing Customer
1151,Existing Customer
1411,Attrited Customer
647,Existing Customer
1811,Existing Customer
2031,Existing Customer
1988,Existing Customer
2049,Existing Customer
2271,Existing Customer
1739,Existing Customer
0,Existing Customer
0,Attrited Customer
2376,Existing Customer
0,Existing Customer
751,Existing Customer
604,Existing Customer
0,Existing Customer
1680,Existing Customer
879,Existing Customer
931,Attrited Customer
0,Attrited Customer
2058,Existing Customer
2131,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
2467,Existing Customer
1011,Existing Customer
0,Existing Customer
2048,Existing Customer
997,Existing Customer
604,Existing Customer
1445,Existing Customer
933,Existing Customer
901,Existing Customer
1148,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
2104,Existing Customer
0,Existing Customer
0,Attrited Customer
1355,Existing Customer
2517,Existing Customer
0,Existing Customer
578,Existing Customer
1283,Existing Customer
1903,Existing Customer
2422,Attrited Customer
1165,Existing Customer
2217,Existing Customer
2207,Existing Customer
1618,Existing Customer
729,Existing Customer
1959,Existing Customer
2080,Attrited Customer
0,Attrited Customer
921,Existing Customer
0,Existing Customer
0,Existing Customer
1161,Existing Customer
978,Existing Customer
2055,Existing Customer
431,Attrited Customer
1539,Existing Customer
1377,Existing Customer
0,Attrited Customer
1619,Existing Customer
2517,Attrited Customer
1493,Existing Customer
974,Existing Customer
2013,Existing Customer
603,Existing Customer
2127,Existing Customer
2201,Existing Customer
0,Existing Customer
787,Existing Customer
802,Existing Customer
0,Existing Customer
2517,Existing Customer
686,Existing Customer
0,Existing Customer
0,Attrited Customer
811,Attrited Customer
1740,Existing Customer
0,Attrited Customer
1460,Existing Customer
512,Existing Customer
1018,Existing Customer
2323,Existing Customer
0,Existing Customer
0,Existing Customer
999,Existing Customer
981,Existing Customer
805,Existing Customer
778,Existing Customer
0,Attrited Customer
489,Attrited Customer
792,Attrited Customer
1581,Existing Customer
2138,Existing Customer
1399,Existing Customer
0,Existing Customer
1280,Existing Customer
1255,Existing Customer
0,Attrited Customer
1088,Existing Customer
1896,Existing Customer
1565,Existing Customer
1448,Existing Customer
0,Existing Customer
1555,Existing Customer
1109,Existing Customer
1865,Existing Customer
2159,Existing Customer
0,Existing Customer
1662,Existing Customer
1429,Existing Customer
850,Existing Customer
1647,Existing Customer
1923,Existing Customer
412,Attrited Customer
0,Existing Customer
2123,Existing Customer
1396,Existing Customer
1759,Existing Customer
0,Attrited Customer
1581,Existing Customer
1802,Existing Customer
0,Existing Customer
1617,Existing Customer
2517,Existing Customer
1843,Existing Customer
0,Attrited Customer
1338,Existing Customer
1990,Existing Customer
0,Attrited Customer
0,Existing Customer
1901,Existing Customer
1455,Existing Customer
1281,Existing Customer
625,Attrited Customer
1144,Existing Customer
1642,Existing Customer
1284,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
893,Existing Customer
0,Attrited Customer
736,Existing Customer
2282,Existing Customer
2234,Existing Customer
347,Attrited Customer
0,Existing Customer
1846,Existing Customer
1579,Existing Customer
1524,Existing Customer
1212,Existing Customer
600,Existing Customer
219,Attrited Customer
316,Attrited Customer
0,Existing Customer
1516,Existing Customer
0,Existing Customer
0,Attrited Customer
1324,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1893,Existing Customer
0,Attrited Customer
1991,Existing Customer
1900,Existing Customer
680,Existing Customer
1777,Existing Customer
1920,Existing Customer
928,Existing Customer
2517,Attrited Customer
1670,Existing Customer
1329,Existing Customer
0,Existing Customer
0,Existing Customer
2410,Existing Customer
862,Existing Customer
0,Existing Customer
1413,Existing Customer
644,Existing Customer
2180,Existing Customer
1084,Existing Customer
1731,Existing Customer
2231,Existing Customer
1340,Existing Customer
1740,Existing Customer
0,Attrited Customer
0,Existing Customer
2488,Attrited Customer
1899,Existing Customer
722,Existing Customer
1863,Existing Customer
1575,Existing Customer
2517,Existing Customer
1888,Existing Customer
2517,Attrited Customer
621,Attrited Customer
781,Attrited Customer
1338,Existing Customer
2041,Existing Customer
1153,Existing Customer
1979,Existing Customer
0,Attrited Customer
0,Attrited Customer
1175,Existing Customer
2002,Existing Customer
1505,Existing Customer
0,Attrited Customer
0,Attrited Customer
1402,Existing Customer
0,Existing Customer
722,Existing Customer
1828,Attrited Customer
2455,Existing Customer
0,Existing Customer
0,Existing Customer
1362,Existing Customer
168,Attrited Customer
1300,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
2242,Existing Customer
1544,Attrited Customer
1650,Existing Customer
424,Attrited Customer
321,Attrited Customer
1214,Attrited Customer
1492,Existing Customer
2066,Existing Customer
2517,Attrited Customer
0,Existing Customer
0,Existing Customer
1528,Attrited Customer
1579,Existing Customer
2032,Existing Customer
1035,Existing Customer
2137,Attrited Customer
1720,Existing Customer
1273,Existing Customer
1318,Existing Customer
1503,Existing Customer
1224,Existing Customer
2270,Existing Customer
761,Existing Customer
0,Attrited Customer
599,Existing Customer
0,Existing Customer
886,Existing Customer
1569,Existing Customer
760,Existing Customer
2312,Existing Customer
1491,Existing Customer
2426,Existing Customer
1730,Existing Customer
0,Existing Customer
0,Attrited Customer
1711,Existing Customer
1289,Existing Customer
0,Existing Customer
777,Existing Customer
1736,Existing Customer
1291,Existing Customer
1778,Existing Customer
0,Existing Customer
2517,Attrited Customer
1507,Existing Customer
0,Attrited Customer
0,Existing Customer
1644,Existing Customer
912,Existing Customer
2517,Existing Customer
1408,Existing Customer
2517,Attrited Customer
0,Existing Customer
1414,Existing Customer
1749,Existing Customer
0,Attrited Customer
1005,Existing Customer
0,Existing Customer
0,Existing Customer
866,Existing Customer
945,Existing Customer
0,Existing Customer
1644,Existing Customer
919,Existing Customer
0,Attrited Customer
1103,Existing Customer
1700,Existing Customer
0,Existing Customer
0,Existing Customer
1886,Existing Customer
2082,Existing Customer
1218,Existing Customer
2434,Attrited Customer
0,Attrited Customer
894,Attrited Customer
2084,Existing Customer
0,Existing Customer
1428,Existing Customer
457,Attrited Customer
1572,Existing Customer
868,Existing Customer
1458,Existing Customer
790,Existing Customer
1190,Existing Customer
962,Existing Customer
1254,Existing Customer
2090,Attrited Customer
0,Existing Customer
1492,Existing Customer
2517,Existing Customer
0,Existing Customer
1430,Existing Customer
0,Existing Customer
1279,Existing Customer
1489,Existing Customer
0,Existing Customer
2126,Existing Customer
2040,Existing Customer
845,Existing Customer
0,Existing Customer
2282,Attrited Customer
0,Existing Customer
1170,Existing Customer
1114,Existing Customer
700,Existing Customer
1156,Existing Customer
1817,Existing Customer
0,Existing Customer
883,Existing Customer
2205,Existing Customer
1792,Existing Customer
671,Attrited Customer
0,Existing Customer
1225,Existing Customer
606,Existing Customer
0,Existing Customer
1608,Attrited Customer
2232,Existing Customer
670,Existing Customer
1913,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
917,Existing Customer
1446,Existing Customer
1528,Existing Customer
765,Existing Customer
0,Attrited Customer
1285,Existing Customer
1674,Existing Customer
1613,Existing Customer
1014,Existing Customer
0,Existing Customer
1023,Existing Customer
929,Existing Customer
0,Existing Customer
1590,Existing Customer
0,Existing Customer
528,Attrited Customer
2262,Attrited Customer
0,Attrited Customer
983,Existing Customer
0,Attrited Customer
1230,Existing Customer
1807,Existing Customer
0,Existing Customer
0,Existing Customer
2126,Existing Customer
1101,Existing Customer
2138,Existing Customer
1617,Existing Customer
1487,Existing Customer
0,Attrited Customer
650,Existing Customer
2170,Existing Customer
0,Attrited Customer
906,Existing Customer
1503,Existing Customer
1611,Existing Customer
1761,Existing Customer
1478,Existing Customer
0,Attrited Customer
1555,Existing Customer
2411,Existing Customer
721,Existing Customer
511,Attrited Customer
0,Attrited Customer
0,Existing Customer
1566,Existing Customer
1362,Existing Customer
1301,Existing Customer
1340,Existing Customer
0,Existing Customer
1148,Existing Customer
1176,Existing Customer
1786,Existing Customer
1356,Existing Customer
1735,Attrited Customer
1499,Existing Customer
2517,Existing Customer
1676,Existing Customer
1680,Existing Customer
0,Existing Customer
642,Attrited Customer
0,Existing Customer
0,Attrited Customer
0,Attrited Customer
0,Existing Customer
0,Attrited Customer
502,Attrited Customer
800,Existing Customer
0,Existing Customer
1436,Existing Customer
0,Attrited Customer
1746,Existing Customer
992,Existing Customer
0,Attrited Customer
2024,Existing Customer
1789,Existing Customer
2277,Existing Customer
728,Existing Customer
1196,Existing Customer
0,Existing Customer
2424,Existing Customer
1713,Existing Customer
0,Attrited Customer
0,Existing Customer
1779,Existing Customer
1969,Existing Customer
1459,Existing Customer
0,Attrited Customer
2147,Existing Customer
1426,Existing Customer
1599,Attrited Customer
1003,Existing Customer
0,Existing Customer
1259,Existing Customer
1087,Existing Customer
642,Existing Customer
1917,Existing Customer
568,Existing Customer
1868,Existing Customer
1534,Existing Customer
1794,Existing Customer
825,Attrited Customer
1344,Existing Customer
1772,Existing Customer
510,Existing Customer
0,Existing Customer
766,Existing Customer
1474,Attrited Customer
0,Existing Customer
1915,Existing Customer
759,Existing Customer
1559,Existing Customer
1400,Existing Customer
2016,Existing Customer
0,Attrited Customer
2453,Existing Customer
1686,Existing Customer
0,Existing Customer
1682,Existing Customer
0,Attrited Customer
1826,Existing Customer
1913,Existing Customer
0,Existing Customer
0,Existing Customer
0,Attrited Customer
0,Existing Customer
0,Existing Customer
1380,Existing Customer
823,Existing Customer
0,Attrited Customer
877,Existing Customer
2517,Attrited Customer
0,Attrited Customer
1270,Existing Customer
0,Attrited Customer
