"Total_Trans_Ct","Attrition_Flag"
69,Existing Customer
66,Existing Customer
43,Attrited Customer
64,Existing Customer
70,Existing Customer
63,Existing Customer
77,Existing Customer
33,Attrited Customer
51,Attrited Customer
46,Attrited Customer
74,Existing Customer
87,Existing Customer
85,Existing Customer
45,Attrited Customer
42,Existing Customer
72,Existing Customer
69,Existing Customer
78,Existing Customer
69,Existing Customer
72,Existing Customer
65,Existing Customer
85,Existing Customer
68,Existing Customer
37,Attrited Customer
88,Existing Customer
59,Existing Customer
60,Existing Customer
55,Existing Customer
38,Attrited Customer
79,Existing Customer
81,Existing Customer
75,Existing Customer
52,Existing Customer
91,Existing Customer
60,Existing Customer
51,Attrited Customer
77,Existing Customer
74,Existing Customer
39,Attrited Customer
82,Existing Customer
46,Existing Customer
63,Existing Customer
82,Existing Customer
45,Attrited Customer
73,Existing Customer
49,Attrited Customer
63,Existing Customer
87,Existing Customer
82,Existing Customer
47,Existing Customer
76,Existing Customer
63,Existing Customer
46,Attrited Customer
69,Existing Customer
69,Existing Customer
43,Attrited Customer
81,Existing Customer
42,Attrited Customer
72,Existing Customer
41,Attrited Customer
38,Attrited Customer
68,Existing Customer
67,Existing Customer
72,Existing Customer
60,Existing Customer
81,Existing Customer
43,Attrited Customer
75,Existing Customer
66,Existing Customer
65,Existing Customer
80,Existing Customer
69,Existing Customer
59,Existing Customer
67,Existing Customer
90,Existing Customer
62,Existing Customer
79,Existing Customer
39,Attrited Customer
73,Existing Customer
66,Existing Customer
79,Existing Customer
67,Existing Customer
95,Existing Customer
75,Existing Customer
52,Existing Customer
72,Existing Customer
75,Existing Customer
68,Existing Customer
79,Existing Customer
79,Existing Customer
67,Existing Customer
90,Existing Customer
68,Existing Customer
66,Existing Customer
47,Attrited Customer
89,Existing Customer
74,Existing Customer
71,Existing Customer
51,Attrited Customer
72,Existing Customer
72,Existing Customer
76,Existing Customer
47,Attrited Customer
44,Attrited Customer
64,Existing Customer
86,Existing Customer
47,Existing Customer
63,Existing Customer
69,Existing Customer
75,Existing Customer
76,Existing Customer
79,Existing Customer
39,Attrited Customer
64,Existing Customer
83,Existing Customer
90,Existing Customer
85,Existing Customer
54,Attrited Customer
45,Existing Customer
66,Existing Customer
77,Existing Customer
32,Attrited Customer
77,Existing Customer
38,Existing Customer
78,Existing Customer
77,Existing Customer
71,Existing Customer
32,Attrited Customer
62,Existing Customer
84,Existing Customer
67,Existing Customer
48,Attrited Customer
76,Existing Customer
71,Existing Customer
35,Attrited Customer
70,Existing Customer
60,Existing Customer
62,Existing Customer
73,Existing Customer
57,Existing Customer
71,Existing Customer
47,Attrited Customer
65,Existing Customer
61,Existing Customer
71,Existing Customer
28,Attrited Customer
77,Existing Customer
69,Existing Customer
82,Existing Customer
62,Existing Customer
75,Existing Customer
79,Existing Customer
71,Existing Customer
78,Existing Customer
23,Attrited Customer
57,Existing Customer
51,Attrited Customer
81,Existing Customer
41,Existing Customer
39,Attrited Customer
91,Existing Customer
74,Existing Customer
67,Existing Customer
54,Attrited Customer
59,Existing Customer
67,Existing Customer
67,Existing Customer
92,Existing Customer
35,Attrited Customer
51,Attrited Customer
77,Existing Customer
66,Existing Customer
32,Attrited Customer
43,Attrited Customer
91,Existing Customer
81,Existing Customer
69,Existing Customer
70,Existing Customer
39,Attrited Customer
66,Existing Customer
76,Existing Customer
66,Existing Customer
60,Existing Customer
75,Existing Customer
71,Existing Customer
71,Existing Customer
71,Existing Customer
62,Existing Customer
56,Existing Customer
65,Existing Customer
89,Existing Customer
88,Existing Customer
76,Existing Customer
63,Existing Customer
31,Attrited Customer
69,Existing Customer
69,Existing Customer
77,Existing Customer
75,Existing Customer
75,Existing Customer
73,Existing Customer
80,Existing Customer
36,Attrited Customer
38,Attrited Customer
66,Existing Customer
56,Existing Customer
67,Existing Customer
75,Existing Customer
72,Existing Customer
50,Attrited Customer
79,Existing Customer
76,Existing Customer
90,Existing Customer
67,Existing Customer
73,Existing Customer
74,Existing Customer
45,Attrited Customer
80,Existing Customer
43,Attrited Customer
72,Existing Customer
64,Existing Customer
92,Existing Customer
40,Attrited Customer
42,Attrited Customer
72,Existing Customer
60,Existing Customer
34,Attrited Customer
81,Existing Customer
74,Existing Customer
79,Existing Customer
71,Existing Customer
40,Attrited Customer
75,Existing Customer
47,Attrited Customer
69,Existing Customer
70,Existing Customer
73,Existing Customer
55,Existing Customer
71,Existing Customer
69,Existing Customer
70,Existing Customer
79,Existing Customer
64,Existing Customer
78,Existing Customer
79,Existing Customer
37,Attrited Customer
43,Attrited Customer
68,Existing Customer
83,Existing Customer
81,Existing Customer
54,Existing Customer
44,Attrited Customer
37,Attrited Customer
64,Existing Customer
78,Existing Customer
66,Existing Customer
63,Existing Customer
81,Existing Customer
63,Existing Customer
71,Existing Customer
74,Existing Customer
88,Existing Customer
87,Existing Customer
83,Existing Customer
40,Attrited Customer
88,Existing Customer
86,Existing Customer
56,Existing Customer
89,Existing Customer
77,Existing Customer
84,Existing Customer
40,Attrited Customer
89,Existing Customer
53,Existing Customer
69,Existing Customer
83,Existing Customer
41,Attrited Customer
77,Existing Customer
63,Existing Customer
75,Existing Customer
84,Existing Customer
64,Existing Customer
79,Existing Customer
82,Existing Customer
35,Attrited Customer
60,Existing Customer
77,Existing Customer
73,Existing Customer
98,Existing Customer
39,Attrited Customer
57,Existing Customer
77,Existing Customer
79,Existing Customer
52,Existing Customer
68,Existing Customer
41,Attrited Customer
68,Existing Customer
49,Existing Customer
85,Existing Customer
69,Existing Customer
76,Existing Customer
74,Existing Customer
67,Existing Customer
73,Existing Customer
83,Existing Customer
72,Existing Customer
60,Existing Customer
37,Attrited Customer
76,Existing Customer
43,Attrited Customer
67,Existing Customer
72,Existing Customer
62,Existing Customer
71,Existing Customer
47,Attrited Customer
75,Existing Customer
70,Existing Customer
32,Attrited Customer
71,Existing Customer
42,Attrited Customer
66,Existing Customer
85,Existing Customer
87,Existing Customer
70,Existing Customer
80,Existing Customer
39,Attrited Customer
34,Attrited Customer
80,Existing Customer
70,Existing Customer
42,Attrited Customer
64,Existing Customer
76,Existing Customer
82,Existing Customer
71,Existing Customer
80,Existing Customer
72,Existing Customer
75,Existing Customer
39,Attrited Customer
68,Existing Customer
67,Existing Customer
32,Attrited Customer
78,Existing Customer
27,Attrited Customer
82,Existing Customer
42,Attrited Customer
64,Existing Customer
86,Existing Customer
50,Existing Customer
36,Attrited Customer
71,Existing Customer
77,Existing Customer
71,Existing Customer
70,Existing Customer
77,Existing Customer
68,Existing Customer
59,Existing Customer
69,Existing Customer
86,Existing Customer
86,Existing Customer
87,Existing Customer
49,Attrited Customer
68,Existing Customer
82,Existing Customer
41,Attrited Customer
82,Existing Customer
79,Existing Customer
75,Existing Customer
43,Attrited Customer
83,Existing Customer
32,Attrited Customer
51,Existing Customer
76,Existing Customer
28,Attrited Customer
63,Existing Customer
68,Existing Customer
79,Existing Customer
76,Existing Customer
43,Attrited Customer
72,Existing Customer
60,Existing Customer
62,Existing Customer
69,Existing Customer
72,Existing Customer
36,Attrited Customer
79,Existing Customer
64,Existing Customer
73,Existing Customer
76,Existing Customer
59,Existing Customer
37,Existing Customer
55,Existing Customer
78,Existing Customer
49,Existing Customer
70,Existing Customer
67,Existing Customer
75,Existing Customer
50,Attrited Customer
81,Existing Customer
74,Existing Customer
38,Attrited Customer
79,Existing Customer
89,Existing Customer
68,Existing Customer
70,Existing Customer
88,Existing Customer
46,Attrited Customer
68,Existing Customer
65,Existing Customer
56,Existing Customer
49,Attrited Customer
91,Existing Customer
51,Existing Customer
70,Existing Customer
73,Existing Customer
57,Existing Customer
56,Existing Customer
85,Existing Customer
44,Attrited Customer
77,Existing Customer
70,Existing Customer
71,Existing Customer
47,Attrited Customer
70,Existing Customer
74,Existing Customer
71,Existing Customer
89,Existing Customer
68,Existing Customer
42,Attrited Customer
72,Existing Customer
85,Existing Customer
73,Existing Customer
40,Attrited Customer
70,Existing Customer
76,Existing Customer
31,Attrited Customer
59,Existing Customer
84,Existing Customer
77,Existing Customer
51,Attrited Customer
63,Existing Customer
39,Attrited Customer
81,Existing Customer
73,Existing Customer
83,Existing Customer
45,Attrited Customer
86,Existing Customer
74,Existing Customer
44,Attrited Customer
89,Existing Customer
85,Existing Customer
45,Attrited Customer
83,Existing Customer
63,Existing Customer
80,Existing Customer
71,Existing Customer
34,Attrited Customer
60,Existing Customer
88,Existing Customer
80,Existing Customer
70,Existing Customer
80,Existing Customer
69,Existing Customer
68,Existing Customer
46,Attrited Customer
50,Existing Customer
84,Existing Customer
83,Existing Customer
39,Attrited Customer
75,Existing Customer
49,Attrited Customer
53,Attrited Customer
72,Existing Customer
66,Existing Customer
66,Existing Customer
93,Existing Customer
72,Existing Customer
63,Existing Customer
53,Existing Customer
64,Existing Customer
61,Existing Customer
44,Attrited Customer
64,Existing Customer
42,Attrited Customer
78,Existing Customer
67,Existing Customer
62,Existing Customer
46,Attrited Customer
65,Existing Customer
72,Existing Customer
59,Existing Customer
85,Existing Customer
82,Existing Customer
70,Existing Customer
77,Existing Customer
89,Existing Customer
43,Attrited Customer
67,Existing Customer
38,Attrited Customer
75,Existing Customer
41,Attrited Customer
66,Existing Customer
80,Existing Customer
54,Existing Customer
82,Existing Customer
42,Attrited Customer
38,Attrited Customer
51,Existing Customer
82,Existing Customer
66,Existing Customer
77,Existing Customer
44,Attrited Customer
40,Attrited Customer
58,Existing Customer
68,Existing Customer
63,Existing Customer
83,Existing Customer
67,Existing Customer
61,Existing Customer
91,Existing Customer
40,Attrited Customer
72,Existing Customer
86,Existing Customer
78,Existing Customer
71,Existing Customer
72,Existing Customer
51,Attrited Customer
48,Attrited Customer
63,Existing Customer
81,Existing Customer
85,Existing Customer
41,Attrited Customer
61,Existing Customer
84,Existing Customer
66,Existing Customer
77,Existing Customer
34,Attrited Customer
68,Existing Customer
32,Attrited Customer
83,Existing Customer
68,Existing Customer
73,Existing Customer
84,Existing Customer
92,Existing Customer
51,Attrited Customer
61,Existing Customer
63,Existing Customer
69,Existing Customer
92,Existing Customer
75,Existing Customer
34,Attrited Customer
36,Attrited Customer
90,Existing Customer
60,Existing Customer
87,Existing Customer
65,Existing Customer
46,Attrited Customer
54,Existing Customer
70,Existing Customer
52,Existing Customer
44,Attrited Customer
49,Attrited Customer
67,Existing Customer
56,Existing Customer
84,Existing Customer
76,Existing Customer
59,Existing Customer
71,Existing Customer
75,Existing Customer
70,Existing Customer
81,Existing Customer
73,Existing Customer
47,Attrited Customer
69,Existing Customer
70,Existing Customer
78,Existing Customer
44,Attrited Customer
70,Existing Customer
45,Attrited Customer
67,Existing Customer
58,Existing Customer
80,Existing Customer
83,Existing Customer
61,Existing Customer
72,Existing Customer
76,Existing Customer
48,Attrited Customer
81,Existing Customer
68,Existing Customer
58,Existing Customer
83,Existing Customer
35,Attrited Customer
40,Attrited Customer
54,Existing Customer
69,Existing Customer
78,Existing Customer
53,Attrited Customer
78,Existing Customer
59,Existing Customer
76,Existing Customer
84,Existing Customer
78,Existing Customer
57,Existing Customer
76,Existing Customer
75,Existing Customer
42,Attrited Customer
87,Existing Customer
81,Existing Customer
48,Attrited Customer
70,Existing Customer
26,Attrited Customer
74,Existing Customer
56,Existing Customer
77,Existing Customer
76,Existing Customer
80,Existing Customer
46,Attrited Customer
41,Attrited Customer
46,Attrited Customer
71,Existing Customer
76,Existing Customer
73,Existing Customer
59,Existing Customer
64,Existing Customer
83,Existing Customer
67,Existing Customer
64,Existing Customer
83,Existing Customer
82,Existing Customer
75,Existing Customer
91,Existing Customer
81,Existing Customer
80,Existing Customer
65,Existing Customer
34,Attrited Customer
71,Existing Customer
42,Attrited Customer
46,Attrited Customer
45,Attrited Customer
81,Existing Customer
68,Existing Customer
91,Existing Customer
87,Existing Customer
72,Existing Customer
82,Existing Customer
45,Attrited Customer
33,Attrited Customer
78,Existing Customer
61,Existing Customer
85,Existing Customer
81,Existing Customer
78,Existing Customer
66,Existing Customer
79,Existing Customer
47,Attrited Customer
90,Existing Customer
78,Existing Customer
79,Existing Customer
44,Attrited Customer
86,Existing Customer
84,Existing Customer
78,Existing Customer
64,Existing Customer
35,Attrited Customer
67,Existing Customer
66,Existing Customer
53,Attrited Customer
59,Existing Customer
38,Attrited Customer
59,Existing Customer
83,Existing Customer
68,Existing Customer
36,Attrited Customer
42,Attrited Customer
79,Existing Customer
72,Existing Customer
85,Existing Customer
80,Existing Customer
76,Existing Customer
80,Existing Customer
75,Existing Customer
82,Existing Customer
56,Existing Customer
100,Existing Customer
79,Existing Customer
52,Attrited Customer
67,Existing Customer
66,Existing Customer
66,Existing Customer
65,Existing Customer
65,Existing Customer
57,Existing Customer
75,Existing Customer
50,Existing Customer
84,Existing Customer
68,Existing Customer
59,Existing Customer
61,Existing Customer
36,Attrited Customer
85,Existing Customer
75,Existing Customer
35,Attrited Customer
62,Existing Customer
88,Existing Customer
73,Existing Customer
74,Existing Customer
80,Existing Customer
88,Existing Customer
68,Existing Customer
70,Existing Customer
92,Existing Customer
82,Existing Customer
74,Existing Customer
66,Existing Customer
65,Existing Customer
75,Existing Customer
72,Existing Customer
56,Existing Customer
24,Attrited Customer
61,Existing Customer
47,Attrited Customer
93,Existing Customer
62,Existing Customer
40,Attrited Customer
82,Existing Customer
44,Attrited Customer
40,Attrited Customer
70,Existing Customer
36,Attrited Customer
38,Attrited Customer
77,Existing Customer
88,Existing Customer
43,Attrited Customer
65,Existing Customer
65,Existing Customer
84,Existing Customer
44,Attrited Customer
64,Existing Customer
68,Existing Customer
79,Existing Customer
69,Existing Customer
61,Existing Customer
83,Existing Customer
84,Existing Customer
74,Existing Customer
42,Attrited Customer
67,Existing Customer
80,Existing Customer
62,Existing Customer
85,Existing Customer
72,Existing Customer
83,Existing Customer
71,Existing Customer
29,Attrited Customer
33,Attrited Customer
61,Existing Customer
75,Existing Customer
63,Existing Customer
73,Existing Customer
19,Attrited Customer
86,Existing Customer
90,Existing Customer
71,Existing Customer
84,Existing Customer
92,Existing Customer
75,Existing Customer
75,Existing Customer
80,Existing Customer
78,Existing Customer
80,Existing Customer
84,Existing Customer
55,Attrited Customer
63,Existing Customer
77,Existing Customer
93,Existing Customer
82,Existing Customer
37,Attrited Customer
70,Existing Customer
72,Existing Customer
75,Existing Customer
79,Existing Customer
85,Existing Customer
81,Existing Customer
43,Attrited Customer
67,Existing Customer
74,Existing Customer
78,Existing Customer
88,Existing Customer
65,Existing Customer
69,Existing Customer
40,Attrited Customer
51,Attrited Customer
72,Existing Customer
74,Existing Customer
67,Existing Customer
85,Existing Customer
78,Existing Customer
58,Existing Customer
46,Attrited Customer
74,Existing Customer
86,Existing Customer
50,Attrited Customer
87,Existing Customer
41,Attrited Customer
60,Existing Customer
75,Existing Customer
82,Existing Customer
62,Existing Customer
71,Existing Customer
78,Existing Customer
82,Existing Customer
56,Existing Customer
74,Existing Customer
87,Existing Customer
62,Existing Customer
58,Existing Customer
80,Existing Customer
42,Attrited Customer
46,Attrited Customer
81,Existing Customer
50,Attrited Customer
74,Existing Customer
82,Existing Customer
86,Existing Customer
86,Existing Customer
90,Existing Customer
68,Existing Customer
77,Existing Customer
85,Existing Customer
75,Existing Customer
84,Existing Customer
39,Attrited Customer
45,Attrited Customer
40,Attrited Customer
69,Existing Customer
75,Existing Customer
67,Existing Customer
86,Existing Customer
81,Existing Customer
73,Existing Customer
43,Attrited Customer
90,Existing Customer
74,Existing Customer
68,Existing Customer
61,Existing Customer
71,Existing Customer
62,Existing Customer
78,Existing Customer
85,Existing Customer
81,Existing Customer
82,Existing Customer
83,Existing Customer
74,Existing Customer
34,Existing Customer
94,Existing Customer
71,Existing Customer
43,Attrited Customer
74,Existing Customer
69,Existing Customer
62,Existing Customer
86,Existing Customer
39,Attrited Customer
73,Existing Customer
80,Existing Customer
79,Existing Customer
71,Existing Customer
69,Existing Customer
66,Existing Customer
35,Attrited Customer
90,Existing Customer
67,Existing Customer
47,Attrited Customer
75,Existing Customer
75,Existing Customer
76,Existing Customer
97,Existing Customer
43,Attrited Customer
92,Existing Customer
71,Existing Customer
62,Existing Customer
85,Existing Customer
38,Attrited Customer
76,Existing Customer
62,Existing Customer
43,Attrited Customer
65,Existing Customer
77,Existing Customer
68,Existing Customer
37,Attrited Customer
79,Existing Customer
74,Existing Customer
67,Existing Customer
59,Existing Customer
70,Existing Customer
80,Existing Customer
48,Attrited Customer
36,Attrited Customer
64,Existing Customer
78,Existing Customer
68,Existing Customer
37,Attrited Customer
79,Existing Customer
52,Attrited Customer
87,Existing Customer
62,Existing Customer
78,Existing Customer
46,Attrited Customer
82,Existing Customer
85,Existing Customer
93,Existing Customer
79,Existing Customer
66,Existing Customer
83,Existing Customer
36,Attrited Customer
72,Existing Customer
68,Existing Customer
82,Existing Customer
74,Existing Customer
62,Existing Customer
83,Existing Customer
82,Existing Customer
68,Existing Customer
82,Existing Customer
78,Existing Customer
81,Existing Customer
83,Existing Customer
84,Existing Customer
76,Existing Customer
69,Existing Customer
40,Attrited Customer
75,Existing Customer
44,Attrited Customer
86,Existing Customer
53,Existing Customer
76,Existing Customer
70,Existing Customer
89,Existing Customer
74,Existing Customer
43,Attrited Customer
37,Attrited Customer
44,Attrited Customer
79,Existing Customer
68,Existing Customer
84,Existing Customer
35,Existing Customer
37,Attrited Customer
43,Attrited Customer
75,Existing Customer
83,Existing Customer
68,Existing Customer
43,Attrited Customer
33,Attrited Customer
84,Existing Customer
70,Existing Customer
80,Existing Customer
41,Attrited Customer
72,Existing Customer
67,Existing Customer
91,Existing Customer
90,Existing Customer
44,Attrited Customer
67,Existing Customer
44,Attrited Customer
84,Existing Customer
87,Existing Customer
84,Existing Customer
39,Attrited Customer
69,Existing Customer
53,Attrited Customer
62,Attrited Customer
39,Attrited Customer
87,Existing Customer
85,Existing Customer
37,Attrited Customer
82,Existing Customer
72,Existing Customer
52,Attrited Customer
82,Existing Customer
75,Existing Customer
78,Existing Customer
40,Attrited Customer
70,Existing Customer
77,Existing Customer
74,Existing Customer
68,Existing Customer
79,Existing Customer
78,Existing Customer
91,Existing Customer
51,Attrited Customer
76,Existing Customer
60,Existing Customer
85,Existing Customer
92,Existing Customer
67,Existing Customer
69,Existing Customer
91,Existing Customer
74,Existing Customer
64,Existing Customer
71,Existing Customer
43,Attrited Customer
71,Existing Customer
84,Existing Customer
78,Existing Customer
88,Existing Customer
64,Existing Customer
88,Existing Customer
63,Existing Customer
78,Existing Customer
49,Attrited Customer
85,Existing Customer
44,Attrited Customer
78,Existing Customer
68,Existing Customer
73,Existing Customer
67,Existing Customer
75,Existing Customer
44,Attrited Customer
71,Existing Customer
77,Existing Customer
80,Existing Customer
50,Attrited Customer
87,Existing Customer
67,Existing Customer
84,Existing Customer
69,Existing Customer
79,Existing Customer
75,Existing Customer
71,Existing Customer
82,Existing Customer
36,Attrited Customer
81,Existing Customer
76,Existing Customer
78,Existing Customer
82,Existing Customer
74,Existing Customer
70,Existing Customer
75,Existing Customer
27,Attrited Customer
31,Attrited Customer
42,Attrited Customer
83,Existing Customer
74,Existing Customer
61,Existing Customer
49,Attrited Customer
93,Existing Customer
58,Existing Customer
75,Existing Customer
59,Existing Customer
94,Existing Customer
69,Existing Customer
75,Existing Customer
53,Attrited Customer
82,Existing Customer
55,Existing Customer
83,Existing Customer
88,Existing Customer
86,Existing Customer
70,Existing Customer
76,Existing Customer
66,Existing Customer
79,Existing Customer
79,Existing Customer
53,Existing Customer
88,Existing Customer
72,Existing Customer
41,Attrited Customer
69,Existing Customer
64,Existing Customer
73,Existing Customer
87,Existing Customer
64,Existing Customer
65,Existing Customer
87,Existing Customer
63,Existing Customer
74,Existing Customer
84,Existing Customer
45,Attrited Customer
82,Existing Customer
61,Existing Customer
80,Existing Customer
73,Existing Customer
38,Attrited Customer
79,Existing Customer
83,Existing Customer
73,Existing Customer
63,Existing Customer
39,Attrited Customer
69,Existing Customer
66,Existing Customer
69,Existing Customer
71,Existing Customer
66,Existing Customer
38,Attrited Customer
77,Existing Customer
80,Existing Customer
80,Existing Customer
81,Existing Customer
84,Existing Customer
81,Existing Customer
79,Existing Customer
75,Existing Customer
89,Existing Customer
83,Existing Customer
41,Attrited Customer
39,Attrited Customer
41,Attrited Customer
86,Existing Customer
44,Attrited Customer
68,Existing Customer
83,Existing Customer
79,Existing Customer
73,Existing Customer
65,Existing Customer
70,Existing Customer
83,Existing Customer
62,Existing Customer
71,Existing Customer
36,Attrited Customer
71,Existing Customer
77,Existing Customer
44,Attrited Customer
84,Existing Customer
74,Existing Customer
67,Existing Customer
89,Existing Customer
70,Existing Customer
44,Attrited Customer
70,Existing Customer
82,Existing Customer
86,Existing Customer
39,Attrited Customer
40,Attrited Customer
85,Existing Customer
69,Existing Customer
91,Existing Customer
71,Existing Customer
73,Existing Customer
84,Existing Customer
73,Existing Customer
64,Existing Customer
63,Existing Customer
81,Existing Customer
42,Attrited Customer
80,Existing Customer
68,Existing Customer
75,Existing Customer
60,Existing Customer
89,Existing Customer
49,Attrited Customer
75,Existing Customer
35,Attrited Customer
36,Attrited Customer
66,Existing Customer
40,Attrited Customer
46,Attrited Customer
85,Existing Customer
63,Existing Customer
73,Existing Customer
39,Attrited Customer
85,Existing Customer
82,Existing Customer
44,Attrited Customer
71,Existing Customer
75,Existing Customer
85,Existing Customer
78,Existing Customer
66,Existing Customer
65,Existing Customer
78,Existing Customer
75,Existing Customer
50,Attrited Customer
72,Existing Customer
74,Existing Customer
79,Existing Customer
69,Existing Customer
31,Attrited Customer
66,Existing Customer
71,Existing Customer
49,Attrited Customer
84,Existing Customer
61,Existing Customer
75,Existing Customer
75,Existing Customer
81,Existing Customer
65,Existing Customer
67,Existing Customer
66,Existing Customer
66,Existing Customer
72,Existing Customer
52,Attrited Customer
64,Existing Customer
80,Existing Customer
66,Existing Customer
82,Existing Customer
78,Existing Customer
47,Attrited Customer
57,Existing Customer
65,Existing Customer
86,Existing Customer
83,Existing Customer
85,Existing Customer
78,Existing Customer
52,Attrited Customer
82,Existing Customer
74,Existing Customer
81,Existing Customer
69,Existing Customer
44,Attrited Customer
74,Existing Customer
69,Existing Customer
87,Existing Customer
78,Existing Customer
44,Attrited Customer
85,Existing Customer
86,Existing Customer
90,Existing Customer
69,Existing Customer
37,Attrited Customer
76,Existing Customer
47,Attrited Customer
45,Attrited Customer
81,Existing Customer
41,Attrited Customer
76,Existing Customer
83,Existing Customer
79,Existing Customer
63,Existing Customer
82,Existing Customer
73,Existing Customer
73,Existing Customer
48,Attrited Customer
75,Existing Customer
84,Existing Customer
76,Existing Customer
73,Existing Customer
68,Existing Customer
79,Existing Customer
76,Existing Customer
60,Existing Customer
58,Existing Customer
71,Existing Customer
37,Attrited Customer
47,Attrited Customer
47,Attrited Customer
39,Attrited Customer
69,Existing Customer
97,Existing Customer
62,Existing Customer
73,Existing Customer
61,Existing Customer
77,Existing Customer
74,Existing Customer
69,Existing Customer
77,Existing Customer
75,Existing Customer
73,Existing Customer
53,Existing Customer
42,Attrited Customer
36,Attrited Customer
84,Existing Customer
46,Attrited Customer
68,Existing Customer
49,Attrited Customer
86,Existing Customer
67,Existing Customer
74,Existing Customer
68,Existing Customer
82,Existing Customer
74,Existing Customer
91,Existing Customer
78,Existing Customer
77,Existing Customer
56,Attrited Customer
78,Existing Customer
87,Existing Customer
81,Existing Customer
88,Existing Customer
75,Existing Customer
75,Existing Customer
36,Attrited Customer
41,Attrited Customer
76,Existing Customer
89,Existing Customer
85,Existing Customer
65,Existing Customer
78,Existing Customer
90,Existing Customer
79,Existing Customer
47,Attrited Customer
79,Existing Customer
92,Existing Customer
78,Existing Customer
87,Existing Customer
37,Attrited Customer
82,Existing Customer
70,Existing Customer
78,Existing Customer
77,Existing Customer
78,Existing Customer
86,Existing Customer
85,Existing Customer
64,Existing Customer
69,Existing Customer
45,Attrited Customer
70,Existing Customer
76,Existing Customer
82,Existing Customer
41,Attrited Customer
73,Existing Customer
50,Existing Customer
71,Existing Customer
44,Attrited Customer
81,Existing Customer
82,Existing Customer
47,Attrited Customer
82,Existing Customer
75,Existing Customer
81,Existing Customer
76,Existing Customer
79,Existing Customer
77,Existing Customer
83,Existing Customer
66,Existing Customer
74,Existing Customer
80,Existing Customer
68,Existing Customer
78,Existing Customer
60,Existing Customer
88,Existing Customer
62,Existing Customer
72,Existing Customer
82,Existing Customer
83,Existing Customer
71,Existing Customer
82,Existing Customer
57,Attrited Customer
81,Existing Customer
84,Existing Customer
43,Attrited Customer
82,Existing Customer
87,Existing Customer
61,Existing Customer
69,Existing Customer
47,Attrited Customer
59,Existing Customer
73,Existing Customer
76,Existing Customer
89,Existing Customer
35,Attrited Customer
44,Attrited Customer
56,Attrited Customer
89,Existing Customer
87,Existing Customer
42,Attrited Customer
85,Existing Customer
69,Existing Customer
74,Existing Customer
72,Existing Customer
38,Attrited Customer
61,Existing Customer
37,Attrited Customer
76,Existing Customer
54,Attrited Customer
76,Existing Customer
59,Existing Customer
77,Existing Customer
31,Attrited Customer
74,Existing Customer
70,Existing Customer
72,Existing Customer
59,Attrited Customer
80,Existing Customer
83,Existing Customer
47,Attrited Customer
71,Existing Customer
53,Existing Customer
81,Existing Customer
79,Existing Customer
67,Existing Customer
70,Existing Customer
83,Existing Customer
79,Existing Customer
41,Attrited Customer
57,Existing Customer
82,Existing Customer
46,Attrited Customer
82,Existing Customer
80,Existing Customer
69,Existing Customer
65,Existing Customer
84,Existing Customer
84,Existing Customer
73,Existing Customer
75,Existing Customer
77,Existing Customer
49,Attrited Customer
81,Existing Customer
63,Attrited Customer
61,Existing Customer
90,Existing Customer
71,Existing Customer
63,Existing Customer
79,Existing Customer
45,Attrited Customer
66,Existing Customer
54,Existing Customer
80,Existing Customer
46,Attrited Customer
70,Existing Customer
37,Attrited Customer
71,Existing Customer
75,Existing Customer
83,Existing Customer
94,Existing Customer
40,Attrited Customer
60,Existing Customer
87,Existing Customer
55,Existing Customer
77,Existing Customer
65,Existing Customer
62,Existing Customer
79,Existing Customer
80,Existing Customer
78,Existing Customer
39,Attrited Customer
75,Existing Customer
38,Attrited Customer
85,Existing Customer
47,Attrited Customer
59,Existing Customer
71,Existing Customer
80,Existing Customer
69,Existing Customer
43,Attrited Customer
66,Existing Customer
75,Existing Customer
84,Existing Customer
43,Attrited Customer
88,Existing Customer
38,Attrited Customer
74,Existing Customer
72,Existing Customer
79,Existing Customer
83,Existing Customer
65,Existing Customer
75,Existing Customer
40,Attrited Customer
81,Existing Customer
70,Existing Customer
81,Existing Customer
85,Existing Customer
51,Attrited Customer
84,Existing Customer
36,Attrited Customer
72,Existing Customer
46,Attrited Customer
90,Existing Customer
81,Existing Customer
82,Existing Customer
53,Attrited Customer
46,Attrited Customer
81,Existing Customer
59,Existing Customer
61,Existing Customer
36,Attrited Customer
67,Existing Customer
43,Attrited Customer
65,Existing Customer
63,Existing Customer
43,Attrited Customer
73,Existing Customer
67,Existing Customer
86,Existing Customer
85,Existing Customer
44,Attrited Customer
70,Existing Customer
73,Existing Customer
28,Attrited Customer
70,Existing Customer
54,Existing Customer
38,Attrited Customer
72,Existing Customer
77,Existing Customer
85,Existing Customer
69,Existing Customer
84,Existing Customer
79,Existing Customer
86,Existing Customer
35,Attrited Customer
41,Attrited Customer
94,Existing Customer
66,Existing Customer
87,Existing Customer
68,Existing Customer
86,Existing Customer
84,Existing Customer
83,Existing Customer
90,Existing Customer
59,Existing Customer
71,Existing Customer
79,Existing Customer
63,Attrited Customer
78,Existing Customer
79,Existing Customer
90,Existing Customer
47,Attrited Customer
81,Existing Customer
52,Attrited Customer
67,Existing Customer
66,Existing Customer
76,Existing Customer
85,Existing Customer
60,Attrited Customer
84,Existing Customer
57,Attrited Customer
74,Existing Customer
62,Existing Customer
73,Existing Customer
